step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,109.73,-32.47,-0.0701,1.0194,-10.5,150.0,11.0
1,109.73,-32.47,-0.8467,0.9543,-127.0,143.1,11.0
2,109.73,-32.47,-0.9414,0.7164,-141.2,107.5,11.0
3,109.73,-32.47,-0.9154,0.9507,-137.3,142.6,11.0
4,109.73,-32.47,-0.8629,1.0072,-129.4,150.0,11.0
5,109.73,-32.47,-1.0711,0.8947,-150.0,134.2,11.0
6,111.75,-33.17,-0.9572,0.6313,-143.6,94.7,9.4
7,114.99,-35.07,-0.9458,0.7330,-141.9,109.9,6.3
8,119.13,-34.40,-0.5683,-0.9740,-85.2,-146.1,5.3
9,119.13,-34.40,-0.8130,-1.1228,-121.9,-150.0,5.3
10,116.11,-35.73,0.3235,-0.7335,48.5,-110.0,5.2
11,118.25,-35.95,0.2705,-0.8650,40.6,-129.7,4.2
12,118.25,-35.95,-0.1859,-0.9707,-27.9,-145.6,4.2
13,118.17,-35.39,0.2207,-0.9856,33.1,-147.8,4.7
14,118.17,-35.39,-0.8118,-0.9594,-121.8,-143.9,4.7
15,118.04,-34.30,0.3425,-0.8253,51.4,-123.8,5.8
16,117.80,-31.58,-0.2050,-0.9508,-30.7,-142.6,8.3
17,117.80,-31.58,-0.0726,-0.9577,-10.9,-143.7,8.3
18,116.62,-28.82,0.6753,-0.8449,101.3,-126.7,11.3
19,113.57,-24.95,0.4855,-0.9258,72.8,-138.9,16.0
20,108.90,-21.15,0.2629,0.3241,39.4,48.6,21.7
21,108.90,-21.15,-0.6998,0.5352,-105.0,80.3,21.7
22,102.88,-17.48,-0.9778,0.9998,-146.7,150.0,28.4
23,96.36,-11.58,0.8380,-0.9143,125.7,-137.1,37.5
24,96.36,-11.58,0.2293,0.1927,34.4,28.9,37.5
25,96.36,-11.58,-0.2304,0.6271,-34.6,94.1,37.5
26,81.04,4.75,-0.5561,-0.4544,-83.4,-68.2,60.7
27,81.40,4.55,0.1207,-0.2788,18.1,-41.8,151.4
28,78.90,7.28,0.6376,0.1384,95.6,20.8,151.4
29,78.90,7.28,0.3751,0.2832,56.3,42.5,151.4
30,76.41,10.00,-0.2766,0.1142,-41.5,17.1,151.4
31,46.39,18.38,0.0082,-0.6850,1.2,-102.8,98.6
32,44.65,20.95,-0.4589,0.2865,-68.8,43.0,151.4
33,44.65,20.95,-0.7473,-0.0769,-112.1,-11.5,151.4
34,40.09,24.10,-0.7461,0.7197,-111.9,108.0,151.4
35,25.07,19.79,-0.7725,0.6887,-115.9,103.3,119.8
36,19.45,19.14,-0.8037,0.9523,-120.6,142.8,125.4
37,19.45,19.14,-0.9514,0.5636,-142.7,84.5,125.4
38,14.49,22.70,-0.9574,0.5172,-143.6,77.6,151.4
39,9.04,25.03,-0.6996,0.1042,-104.9,15.6,151.4
40,9.04,25.03,-0.4949,0.4929,-74.2,73.9,151.4
41,3.59,27.35,-0.8449,-0.0353,-126.7,-5.3,151.4
42,-1.86,29.67,-0.7612,0.1718,-114.2,25.8,151.4
43,-7.31,31.99,-0.4665,0.0245,-70.0,3.7,151.4
44,-12.76,34.31,-0.1279,0.7900,-19.2,118.5,151.4
45,-12.76,34.31,-0.3869,0.3009,-58.0,45.1,151.4
46,-15.28,6.18,-0.7045,0.8442,-105.7,126.6,161.8
47,-18.99,3.23,-1.0685,0.7967,-150.0,119.5,166.3
48,-23.59,-0.93,-1.0965,0.9823,-150.0,147.3,172.3
49,-23.59,-0.93,-0.9169,0.5140,-137.5,77.1,172.3
50,-27.91,-5.04,-1.0185,-0.2478,-150.0,-37.2,178.2
51,-31.48,-9.19,-1.0022,-0.8213,-150.0,-123.2,183.5
52,-34.74,-13.78,-0.8754,-0.7161,-131.3,-107.4,188.9
53,-34.74,-13.78,-0.8346,-0.7892,-125.2,-118.4,188.9
54,-37.20,-18.44,-0.6551,-0.7777,-98.3,-116.7,194.1
55,-39.38,-22.75,-0.8298,-0.7296,-124.5,-109.4,198.8
