step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,115.40,-37.81,0.5039,0.8589,75.6,128.8,3.5
1,115.40,-37.81,-0.6063,0.0094,-90.9,1.4,3.5
2,115.40,-37.81,-0.8353,0.0403,-125.3,6.0,3.5
3,115.40,-37.81,-0.9621,-0.0268,-144.3,-4.0,3.5
4,115.40,-37.81,-0.8973,-0.3749,-134.6,-56.2,3.5
5,115.40,-37.81,-1.1271,-0.2900,-150.0,-43.5,3.5
6,115.40,-37.81,-0.9579,-0.3854,-143.7,-57.8,3.5
7,115.31,-37.26,-1.0972,-0.3664,-150.0,-55.0,4.1
8,116.36,-37.38,-0.7083,-0.2755,-106.2,-41.3,3.5
9,115.22,-36.71,-0.8475,-0.6475,-127.1,-97.1,4.6
10,116.45,-37.93,-1.0328,-0.3834,-150.0,-57.5,3.0
11,115.40,-37.81,-0.6341,-0.4724,-95.1,-70.9,3.5
12,116.45,-37.93,-0.3514,-0.8317,-52.7,-124.8,3.0
13,121.13,-40.14,-0.4469,-0.8849,-67.0,-132.7,0.0
14,123.80,-42.17,-0.9713,-1.0007,-145.7,-150.0,0.0
15,125.62,-40.12,-1.0747,-1.1153,-150.0,-150.0,0.0
16,125.18,-37.80,-0.9028,-0.9976,-135.4,-149.6,0.1
17,125.18,-37.80,-0.9354,-1.1525,-140.3,-150.0,0.1
18,125.18,-37.80,-0.7645,-1.1208,-114.7,-150.0,0.1
19,125.18,-37.80,-1.0291,-0.8896,-150.0,-133.4,0.1
20,125.18,-37.80,-1.0081,-0.9566,-150.0,-143.5,0.1
21,125.18,-37.80,-0.8901,-1.0216,-133.5,-150.0,0.1
22,125.18,-37.80,-1.1117,-0.9873,-150.0,-148.1,0.1
23,124.92,-36.08,-0.9561,-1.0106,-143.4,-150.0,1.8
24,124.92,-36.08,-0.9418,-0.8594,-141.3,-128.9,1.8
25,123.49,-33.71,-1.0724,-0.8959,-150.0,-134.4,4.3
26,119.94,-31.22,-0.8610,-1.1330,-129.2,-150.0,7.8
27,113.63,-23.91,0.2352,-0.2484,35.3,-37.3,16.9
28,107.32,-18.57,0.5059,-1.0743,75.9,-150.0,24.8
29,91.85,-1.93,-0.5484,0.4469,-82.3,67.0,151.4
30,91.85,-1.93,-0.0127,0.0038,-1.9,0.6,151.4
31,91.85,-1.93,-0.5585,-0.2824,-83.8,-42.4,151.4
32,91.85,-1.93,-0.0899,0.0274,-13.5,4.1,151.4
33,91.85,-1.93,-0.2060,-0.3872,-30.9,-58.1,151.4
34,91.85,-1.93,0.0357,-0.2153,5.4,-32.3,151.4
35,91.85,-1.93,-0.0262,0.4595,-3.9,68.9,151.4
36,91.85,-1.93,-0.2374,-0.2953,-35.6,-44.3,151.4
37,91.85,-1.93,-0.5624,-0.2324,-84.4,-34.9,151.4
38,91.85,-1.93,-0.5345,0.1747,-80.2,26.2,151.4
39,86.13,4.81,-0.2696,0.4900,-40.4,73.5,151.4
40,86.13,4.81,-0.5400,0.7428,-81.0,111.4,151.4
41,33.34,19.59,-0.6842,-0.4587,-102.6,-68.8,111.7
42,8.37,14.48,-0.7216,-0.8069,-108.2,-121.0,137.2
43,5.07,13.59,-0.9915,-0.0336,-148.7,-5.0,140.6
44,1.38,11.76,-0.9706,-0.7660,-145.6,-114.9,144.7
45,-1.07,10.91,-0.7549,-0.7707,-113.2,-115.6,147.3
46,-5.94,8.33,-0.7533,-0.4297,-113.0,-64.5,152.8
47,-5.94,8.33,-0.0207,-0.5447,-3.1,-81.7,152.8
48,-5.94,8.33,-0.4113,-0.6008,-61.7,-90.1,152.8
49,-5.94,8.33,-0.4080,-0.2678,-61.2,-40.2,152.8
50,-5.94,8.33,-0.8892,-0.3523,-133.4,-52.9,152.8
51,-5.94,8.33,-0.9299,0.5288,-139.5,79.3,152.8
52,-5.94,8.33,-1.0889,0.7632,-150.0,114.5,152.8
53,-5.94,8.33,-0.7216,0.9288,-108.2,139.3,152.8
54,-5.94,8.33,-1.1246,0.7617,-150.0,114.2,152.8
55,-5.94,8.33,-0.9853,0.0031,-147.8,0.5,152.8
56,-6.72,7.44,-1.0965,-0.1932,-150.0,-29.0,153.9
57,-7.96,7.05,-1.1430,-0.3362,-150.0,-50.4,155.2
58,-9.20,6.67,-0.8096,-0.0656,-121.4,-9.8,156.5
59,-11.28,5.89,-0.9921,-0.8487,-148.8,-127.3,158.6
60,-11.63,4.99,-0.8811,-0.8471,-132.2,-127.1,159.4
61,-13.20,3.29,-1.0303,-0.3971,-150.0,-59.6,161.7
62,-14.42,2.48,-0.9124,-0.1988,-136.9,-29.8,163.1
63,-14.42,2.48,-0.8985,-0.5861,-134.8,-87.9,163.1
64,-14.42,2.48,-0.8933,-0.8661,-134.0,-129.9,163.1
65,-14.42,2.48,-0.9369,-0.7960,-140.5,-119.4,163.1
66,-14.42,2.48,-0.9260,-0.7732,-138.9,-116.0,163.1
67,-14.42,2.48,-0.8384,-0.8602,-125.8,-129.0,163.1
68,-14.42,2.48,-0.8538,-0.8354,-128.1,-125.3,163.1
69,-14.82,2.06,-0.8979,-0.8767,-134.7,-131.5,163.7
70,-15.26,2.09,-0.8060,-1.1541,-120.9,-150.0,164.1
71,-17.00,1.75,-0.8345,-0.9880,-125.2,-148.2,165.7
72,-19.24,1.72,-0.9535,-0.4810,-143.0,-72.2,151.4
73,-21.14,1.61,-1.1011,0.6686,-150.0,100.3,151.4
74,-22.89,-2.70,-0.9247,0.3476,-138.7,52.1,173.0
75,-25.03,-4.74,-0.9662,-0.3336,-144.9,-50.0,175.9
76,-26.69,-7.21,-0.9171,-0.1113,-137.6,-16.7,178.8
77,-31.05,-14.62,-1.1354,-0.7490,-150.0,-112.4,187.3
78,-31.05,-14.62,-0.7559,-0.7073,-113.4,-106.1,187.3
79,-31.05,-14.62,-0.8588,-0.9189,-128.8,-137.8,187.3
80,-31.05,-14.62,-0.9658,-1.0221,-144.9,-150.0,187.3
81,-31.05,-14.62,-0.7545,-0.6252,-113.2,-93.8,187.3
82,-31.05,-14.62,-0.8655,-0.6376,-129.8,-95.6,187.3
83,-31.05,-14.62,-0.6723,-0.5822,-100.8,-87.3,187.3
84,-30.50,-15.44,-0.6259,-0.5718,-93.9,-85.8,187.6
85,-30.04,-14.62,-0.6854,-0.8377,-102.8,-125.7,186.7
86,-29.56,-14.21,-0.8772,-0.8465,-131.6,-127.0,186.0
87,-29.09,-13.80,-0.7927,-0.4687,-118.9,-70.3,185.4
88,-28.62,-13.39,-0.7943,-0.7895,-119.1,-118.4,184.8
89,-28.65,-12.98,-0.9971,-0.4075,-149.6,-61.1,184.5
90,-28.65,-12.98,-0.9823,-0.6405,-147.3,-96.1,184.5
91,-28.21,-12.16,-1.1519,-0.2044,-150.0,-30.7,183.5
92,-28.21,-12.16,-1.0257,0.1994,-150.0,29.9,183.5
93,-27.72,-12.17,-1.1143,0.6877,-150.0,103.1,183.2
94,-27.75,-11.76,-0.9711,0.7475,-145.7,112.1,182.9
95,-27.75,-11.76,-1.0010,0.5952,-150.0,89.3,182.9
96,-27.75,-11.76,-0.9312,0.0061,-139.7,0.9,182.9
97,-27.75,-11.76,-0.9932,-0.3924,-149.0,-58.9,182.9
98,-27.26,-11.76,-0.8132,-0.9790,-122.0,-146.8,182.6
