step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
1,122.39,-40.86,-1.0000,-1.0000,-150.0,-150.0,0.0
2,122.39,-40.86,-0.1408,-0.1718,-21.1,-25.8,0.0
3,122.39,-40.86,-0.1410,-0.1720,-21.1,-25.8,0.0
4,122.26,-40.28,-0.3396,-0.5421,-50.9,-81.3,0.0
5,124.57,-40.56,-0.8351,-0.2892,-125.3,-43.4,0.0
6,124.57,-40.56,-0.2212,-0.2140,-33.2,-32.1,0.0
7,125.62,-40.12,-0.5299,-0.0847,-79.5,-12.7,0.0
8,126.69,-39.67,-0.5636,-0.0726,-84.5,-10.9,0.0
9,127.77,-39.23,-0.5979,-0.0605,-89.7,-9.1,0.0
10,127.77,-39.23,-0.3082,-0.1794,-46.2,-26.9,0.0
11,128.88,-38.78,-0.6333,-0.0484,-95.0,-7.3,0.0
12,127.47,-37.48,0.0770,0.2141,11.5,32.1,0.0
13,126.02,-35.63,0.1234,0.4091,18.5,61.4,1.9
14,126.02,-35.63,-0.2628,-0.0840,-39.4,-12.6,1.9
15,125.88,-34.49,-0.2227,0.2493,-33.4,37.4,2.8
16,123.39,-32.60,0.2240,-0.0290,33.6,-4.3,5.3
17,121.13,-32.40,-0.0825,-1.0000,-12.4,-150.0,6.3
18,121.13,-32.40,-0.2041,-0.1422,-30.6,-21.3,6.3
19,118.85,-31.13,0.1794,-0.2815,26.9,-42.2,8.3
20,117.72,-29.97,-0.1342,-0.3218,-20.1,-48.3,9.8
21,117.69,-28.90,-0.4632,-0.3582,-69.5,-53.7,10.7
22,117.69,-28.90,-0.1938,-0.1879,-29.1,-28.2,10.7
23,115.63,-25.06,-0.2387,-0.0460,-35.8,-6.9,14.9
24,112.69,-22.83,-0.0251,-0.4723,-3.8,-70.8,18.3
25,109.09,-19.63,0.1413,-0.1801,21.2,-27.0,22.9
26,109.09,-19.63,-0.1535,-0.2008,-23.0,-30.1,22.9
27,106.63,-17.04,-0.2107,-0.3256,-31.6,-48.8,26.4
28,101.88,-13.51,0.4227,-0.0246,63.4,-3.7,32.2
29,97.57,-10.10,-0.1335,-0.3959,-20.0,-59.4,37.8
30,97.57,-10.10,-0.1088,-0.2143,-16.3,-32.1,37.8
31,93.32,-5.32,-0.2355,0.0779,-35.3,11.7,44.4
32,88.66,-1.14,-0.6921,-0.2859,-103.8,-42.9,50.8
33,83.05,2.92,-0.0545,0.1165,-8.2,17.5,57.9
34,83.05,2.92,-0.1623,-0.1689,-24.3,-25.3,57.9
35,77.97,6.99,-0.8013,0.0248,-120.2,3.7,64.5
36,76.35,8.82,-0.2901,0.1642,-43.5,24.6,151.4
37,64.83,13.35,-0.2110,0.1515,-31.7,22.7,79.3
38,64.83,13.35,-0.2262,-0.0982,-33.9,-14.7,79.3
39,63.08,15.71,-0.2842,0.4646,-42.6,69.7,151.4
40,59.61,18.46,-0.3690,0.5392,-55.4,80.9,151.4
41,56.14,21.21,-0.3876,0.6425,-58.1,96.4,151.4
42,56.14,21.21,-0.2581,0.0643,-38.7,9.6,151.4
43,52.66,23.96,0.1767,0.8062,26.5,120.9,151.4
44,49.19,26.71,0.7998,0.9384,120.0,140.8,151.4
45,45.72,29.46,0.8924,1.0000,133.9,150.0,151.4
46,45.72,29.46,-0.0338,0.2794,-5.1,41.9,151.4
47,42.24,32.21,0.9851,1.0000,147.8,150.0,151.4
48,38.77,34.95,1.0000,1.0000,150.0,150.0,151.4
49,35.30,37.70,1.0000,1.0000,150.0,150.0,151.4
50,35.30,37.70,0.2450,0.5016,36.7,75.2,151.4
51,31.82,40.45,1.0000,1.0000,150.0,150.0,151.4
52,28.35,43.20,1.0000,1.0000,150.0,150.0,151.4
53,24.88,45.95,1.0000,1.0000,150.0,150.0,151.4
54,24.88,45.95,0.5252,0.7248,78.8,108.7,151.4
55,21.40,48.70,1.0000,1.0000,150.0,150.0,151.4
56,17.93,51.45,1.0000,1.0000,150.0,150.0,151.4
57,14.46,54.19,1.0000,1.0000,150.0,150.0,151.4
58,14.46,54.19,0.8067,0.9492,121.0,142.4,151.4
59,10.99,56.94,1.0000,1.0000,150.0,150.0,151.4
60,7.51,59.69,1.0000,1.0000,150.0,150.0,151.4
61,4.04,62.44,1.0000,1.0000,150.0,150.0,151.4
62,4.04,62.44,1.0000,1.0000,150.0,150.0,151.4
63,0.57,65.19,1.0000,1.0000,150.0,150.0,151.4
64,-2.91,67.94,1.0000,1.0000,150.0,150.0,151.4
65,-2.91,67.94,1.0000,1.0000,150.0,150.0,151.4
66,-6.38,70.69,1.0000,1.0000,150.0,150.0,151.4
67,-9.85,73.43,1.0000,1.0000,150.0,150.0,151.4
68,-13.33,76.18,1.0000,1.0000,150.0,150.0,151.4
69,-16.80,78.93,1.0000,1.0000,150.0,150.0,151.4
70,-16.80,78.93,1.0000,1.0000,150.0,150.0,151.4
71,-20.27,81.68,1.0000,1.0000,150.0,150.0,151.4
72,-23.74,84.43,1.0000,1.0000,150.0,150.0,151.4
73,62.91,12.61,-1.0000,-1.0000,-150.0,-150.0,81.0
74,62.91,12.61,-0.4659,-0.1471,-69.9,-22.1,81.0
75,70.83,9.33,-1.0000,-1.0000,-150.0,-150.0,72.2
76,75.79,6.29,-1.0000,-1.0000,-150.0,-150.0,66.2
77,81.78,1.35,-1.0000,-1.0000,-150.0,-150.0,58.2
78,81.78,1.35,-0.9733,-0.4494,-146.0,-67.4,58.2
79,89.90,-4.01,-1.0000,-1.0000,-150.0,-150.0,47.9
80,96.18,-9.15,-1.0000,-1.0000,-150.0,-150.0,39.5
81,96.18,-9.15,-1.0000,-0.7320,-150.0,-109.8,39.5
82,99.41,-9.57,-1.0000,-0.8569,-150.0,-128.5,36.9
83,99.64,-6.07,-1.0000,0.2821,-150.0,42.3,39.3
84,94.57,-1.79,0.0280,0.6049,4.2,90.7,45.8
85,94.57,-1.79,-1.0000,-0.5387,-150.0,-80.8,45.8
86,85.62,4.13,1.0000,1.0000,150.0,150.0,56.5
87,77.27,8.45,1.0000,0.8852,150.0,132.8,65.8
88,68.41,13.75,1.0000,1.0000,150.0,150.0,76.1
89,58.49,16.91,1.0000,0.8019,150.0,120.3,86.4
90,58.49,16.91,-0.3685,-0.0412,-55.3,-6.2,86.4
91,61.11,16.41,-1.0000,-0.1880,-150.0,-28.2,151.4
92,59.57,17.40,0.0138,0.2360,2.1,35.4,151.4
93,58.02,18.40,0.0546,0.2624,8.2,39.4,151.4
94,58.02,18.40,-0.3578,-0.0018,-53.7,-0.3,151.4
95,56.48,19.39,0.0949,0.2888,14.2,43.3,151.4
96,54.93,20.38,0.1358,0.3153,20.4,47.3,151.4
97,53.39,21.37,0.1767,0.3418,26.5,51.3,151.4
98,53.39,21.37,-0.2355,0.0777,-35.3,11.7,151.4
99,51.84,22.36,-0.3693,0.3185,-55.4,47.8,151.4
100,50.30,23.35,0.2049,0.3905,30.7,58.6,151.4
101,48.75,24.34,0.2459,0.4171,36.9,62.6,151.4
102,48.75,24.34,-0.1662,0.1530,-24.9,23.0,151.4
103,47.21,25.33,-0.2999,0.4057,-45.0,60.9,151.4
104,45.66,26.32,0.2744,0.4671,41.2,70.1,151.4
105,44.12,27.31,0.3155,0.4938,47.3,74.1,151.4
106,44.12,27.31,-0.0966,0.2298,-14.5,34.5,151.4
107,42.57,28.30,0.3566,0.5208,53.5,78.1,151.4
108,41.03,29.29,0.3978,0.5475,59.7,82.1,151.4
109,39.48,30.28,0.4390,0.5743,65.8,86.1,151.4
110,39.48,30.28,0.0271,0.3105,4.1,46.6,151.4
111,37.94,31.28,0.4803,0.6015,72.1,90.2,151.4
112,36.39,32.27,0.5217,0.6284,78.3,94.3,151.4
113,34.85,33.26,0.5631,0.6553,84.5,98.3,151.4
114,34.85,33.26,0.1513,0.3915,22.7,58.7,151.4
115,33.30,34.25,0.6047,0.6827,90.7,102.4,151.4
116,31.76,35.24,0.6462,0.7097,96.9,106.4,151.4
117,30.22,36.23,0.6878,0.7366,103.2,110.5,151.4
118,30.22,36.23,0.2762,0.4730,41.4,71.0,151.4
119,28.67,37.22,0.7297,0.7642,109.5,114.6,151.4
120,27.13,38.21,0.7714,0.7913,115.7,118.7,151.4
121,25.58,39.20,0.8131,0.8184,122.0,122.8,151.4
122,25.58,39.20,0.4016,0.5543,60.2,83.1,151.4
123,24.04,40.19,0.8554,0.8449,128.3,126.7,151.4
124,22.49,41.18,0.8972,0.8714,134.6,130.7,151.4
125,20.95,42.17,0.9390,0.8978,140.9,134.7,151.4
126,20.95,42.17,0.5277,0.6336,79.2,95.0,151.4
127,19.40,43.17,0.9816,0.9242,147.2,138.6,151.4
128,-7.73,9.40,1.0000,-1.0000,150.0,-150.0,153.9
129,-10.11,9.25,1.0000,-0.2858,150.0,-42.9,151.4
130,-10.11,9.25,1.0000,-0.2453,150.0,-36.8,151.4
131,-12.59,8.97,1.0000,-0.3277,150.0,-49.2,151.4
132,-15.07,8.69,1.0000,-0.3355,150.0,-50.3,151.4
133,-1.14,12.40,-1.0000,0.8271,-150.0,124.1,146.7
134,-1.14,12.40,1.0000,-0.1624,150.0,-24.4,146.7
135,0.92,13.29,0.5261,0.0976,78.9,14.6,144.5
136,2.97,14.72,0.4747,0.2798,71.2,42.0,142.2
137,1.21,14.47,1.0000,-0.1729,150.0,-25.9,151.4
138,1.21,14.47,1.0000,-0.1078,150.0,-16.2,151.4
139,0.73,14.73,1.0000,-0.0327,150.0,-4.9,151.4
140,0.25,14.99,1.0000,-0.0260,150.0,-3.9,151.4
141,-0.23,15.24,1.0000,-0.0193,150.0,-2.9,151.4
142,-0.23,15.24,1.0000,-0.0879,150.0,-13.2,151.4
143,-0.71,15.50,1.0000,-0.0127,150.0,-1.9,151.4
144,-1.19,15.76,1.0000,-0.0060,150.0,-0.9,151.4
145,-1.66,16.01,1.0000,0.0008,150.0,0.1,151.4
