step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
1,114.93,-34.53,-0.6532,-1.0000,-98.0,-150.0,6.8
2,114.93,-34.53,-0.0595,-0.2428,-8.9,-36.4,6.8
3,114.93,-34.53,-0.0596,-0.2431,-8.9,-36.5,6.8
4,114.93,-34.53,-0.0597,-0.2434,-9.0,-36.5,6.8
5,116.04,-35.18,-0.3863,-0.4335,-57.9,-65.0,5.7
6,116.97,-34.19,-0.3623,0.0278,-54.3,4.2,6.3
7,115.85,-33.55,0.2126,-0.0469,31.9,-7.0,7.3
8,115.85,-33.55,-0.0849,-0.2184,-12.7,-32.8,7.3
9,115.80,-33.01,-0.0698,-0.0605,-10.5,-9.1,7.8
10,115.68,-31.40,-0.3435,-0.2400,-51.5,-36.0,9.4
11,113.52,-29.12,-0.0982,-0.5371,-14.7,-80.6,12.4
12,113.52,-29.12,-0.1068,-0.2382,-16.0,-35.7,12.4
13,112.49,-28.53,0.1937,-0.0639,29.1,-9.6,13.4
14,111.50,-26.39,-0.1161,-0.0825,-17.4,-12.4,15.8
15,111.50,-26.39,-0.0831,-0.2104,-12.5,-31.6,15.8
16,110.56,-24.79,-0.1489,-0.2203,-22.3,-33.1,17.7
17,108.75,-22.67,-0.2709,-0.5233,-40.6,-78.5,20.5
18,106.17,-20.05,0.2803,0.0728,42.0,10.9,24.2
19,102.80,-17.97,0.1407,-0.4861,21.1,-72.9,27.9
20,102.80,-17.97,-0.0517,-0.2374,-7.7,-35.6,27.9
21,99.82,-14.98,0.0118,-0.2088,1.8,-31.3,32.5
22,97.79,-12.54,-0.3060,-0.3291,-45.9,-49.4,35.7
23,93.74,-9.21,0.2334,-0.0338,35.0,-5.1,41.3
24,93.74,-9.21,-0.0422,-0.2253,-6.3,-33.8,41.3
25,90.66,-6.40,-0.0622,-0.1330,-9.3,-19.9,45.7
26,87.22,-3.17,-0.4787,-0.2822,-71.8,-42.3,50.7
27,83.34,-0.00,-0.4554,-0.2042,-68.3,-30.6,55.9
28,83.34,-0.00,-0.1177,-0.2221,-17.7,-33.3,55.9
29,80.08,2.20,-0.1974,-0.1238,-29.6,-18.6,60.2
30,76.51,4.86,-0.1458,0.0649,-21.9,9.7,64.8
31,73.17,7.54,-0.7788,-0.0617,-116.8,-9.3,69.2
32,73.17,7.54,-0.1868,-0.1772,-28.0,-26.6,69.2
33,68.78,10.14,-0.0156,0.2097,-2.3,31.5,74.4
34,64.06,12.74,-0.4843,0.1489,-72.6,22.3,79.9
35,58.83,14.80,-0.3953,0.1363,-59.3,20.4,85.6
36,58.83,14.80,-0.2184,-0.0931,-32.8,-14.0,85.6
37,52.81,16.83,-0.1962,0.2691,-29.4,40.4,92.0
38,46.39,18.38,-0.6833,0.2700,-102.5,40.5,98.6
39,39.17,19.42,0.0974,0.3261,14.6,48.9,105.9
40,39.17,19.42,-0.2274,0.0022,-34.1,0.3,105.9
41,33.34,19.59,-0.2731,0.2180,-41.0,32.7,111.7
42,30.36,22.27,0.0581,0.8921,8.7,133.8,151.4
43,26.28,24.22,0.4148,0.7697,62.2,115.5,151.4
44,26.28,24.22,-0.1496,0.1623,-22.4,24.3,151.4
45,22.19,26.17,1.0000,0.7342,150.0,110.1,151.4
46,18.11,28.12,1.0000,0.7865,150.0,118.0,151.4
47,14.02,30.07,1.0000,0.8389,150.0,125.8,151.4
48,14.02,30.07,0.1778,0.3196,26.7,47.9,151.4
49,9.93,32.02,1.0000,0.8917,150.0,133.8,151.4
50,5.85,33.97,1.0000,0.9442,150.0,141.6,151.4
51,1.76,35.91,1.0000,0.9968,150.0,149.5,151.4
52,1.76,35.91,0.5068,0.4777,76.0,71.7,151.4
53,-2.32,37.86,1.0000,1.0000,150.0,150.0,151.4
54,-6.41,39.81,1.0000,1.0000,150.0,150.0,151.4
55,-10.50,41.76,1.0000,1.0000,150.0,150.0,151.4
56,-10.50,41.76,0.8375,0.6366,125.6,95.5,151.4
57,-14.58,43.71,1.0000,1.0000,150.0,150.0,151.4
58,-18.67,45.66,1.0000,1.0000,150.0,150.0,151.4
59,-22.75,47.61,1.0000,1.0000,150.0,150.0,151.4
60,-22.75,47.61,1.0000,0.7963,150.0,119.4,151.4
61,-26.84,49.56,1.0000,1.0000,150.0,150.0,151.4
62,-30.93,51.50,1.0000,1.0000,150.0,150.0,151.4
63,-35.01,53.45,1.0000,1.0000,150.0,150.0,151.4
64,-35.01,53.45,1.0000,0.9567,150.0,143.5,151.4
65,-39.10,55.40,1.0000,1.0000,150.0,150.0,151.4
66,-43.18,57.35,1.0000,1.0000,150.0,150.0,151.4
67,-47.27,59.30,1.0000,1.0000,150.0,150.0,151.4
68,-47.27,59.30,1.0000,1.0000,150.0,150.0,151.4
69,-51.36,61.25,1.0000,1.0000,150.0,150.0,151.4
70,-55.44,63.20,1.0000,1.0000,150.0,150.0,151.4
71,-59.53,65.14,1.0000,1.0000,150.0,150.0,151.4
72,-59.53,65.14,1.0000,1.0000,150.0,150.0,151.4
73,-63.61,67.09,1.0000,1.0000,150.0,150.0,151.4
74,-67.70,69.04,1.0000,1.0000,150.0,150.0,151.4
75,-71.79,70.99,1.0000,1.0000,150.0,150.0,151.4
76,-71.79,70.99,1.0000,1.0000,150.0,150.0,151.4
77,-75.87,72.94,1.0000,1.0000,150.0,150.0,151.4
78,-79.96,74.89,1.0000,1.0000,150.0,150.0,151.4
79,-84.04,76.84,1.0000,1.0000,150.0,150.0,151.4
80,-84.04,76.84,1.0000,1.0000,150.0,150.0,151.4
81,-88.13,78.79,1.0000,1.0000,150.0,150.0,151.4
82,65.41,11.84,-1.0000,-1.0000,-150.0,-150.0,78.3
83,71.05,8.34,-1.0000,-1.0000,-150.0,-150.0,71.5
84,71.05,8.34,-1.0000,-0.2366,-150.0,-35.5,71.5
85,76.25,5.83,-1.0000,-0.9749,-150.0,-146.2,65.5
86,81.27,1.80,-1.0000,-1.0000,-150.0,-150.0,58.9
87,88.71,-3.09,-1.0000,-1.0000,-150.0,-150.0,49.5
