step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,0.00,0.00,-1.0161,-0.5410,-150.0,-81.2,259.7
1,0.00,0.00,-0.9000,-1.0342,-135.0,-150.0,259.7
2,0.00,0.00,-0.9713,-0.9975,-145.7,-149.6,259.7
3,0.00,0.00,-0.9584,-0.9511,-143.8,-142.7,259.7
4,0.00,0.00,-0.8727,-0.9048,-130.9,-135.7,259.7
5,0.00,0.00,-1.1269,-0.9385,-150.0,-140.8,259.7
6,0.00,0.00,-0.9487,-0.9213,-142.3,-138.2,259.7
7,0.00,0.00,-1.0394,-0.8633,-150.0,-129.5,259.7
8,0.00,0.00,-1.1817,-0.9379,-150.0,-140.7,259.7
9,0.00,0.00,-1.1380,-1.0710,-150.0,-150.0,259.7
10,0.00,0.00,-0.9290,-1.0109,-139.3,-150.0,259.7
11,0.00,0.00,-1.1548,-0.8475,-150.0,-127.1,259.7
12,0.00,0.00,-1.0476,-0.8522,-150.0,-127.8,259.7
13,0.00,0.00,-0.9887,-0.8371,-148.3,-125.6,259.7
14,0.00,0.00,-1.0025,-0.9075,-150.0,-136.1,259.7
15,0.00,0.00,-0.9378,-0.9869,-140.7,-148.0,259.7
16,0.00,0.00,-0.8803,-0.5703,-132.0,-85.5,259.7
17,136.01,-56.09,-0.7968,-1.0800,-119.5,-150.0,21.1
18,138.27,-55.17,-0.9091,-0.8210,-136.4,-123.2,22.1
19,133.90,-50.50,-0.9935,-0.7020,-149.0,-105.3,26.6
20,133.44,-49.15,-0.2066,-0.4835,-31.0,-72.5,27.9
21,133.44,-49.15,-0.4995,-0.0805,-74.9,-12.1,27.9
22,132.82,-47.16,-0.3612,-0.2001,-54.2,-30.0,29.9
23,134.39,-48.02,-0.7394,-1.1081,-110.9,-150.0,29.1
24,134.39,-48.02,0.3651,-0.9722,54.8,-145.8,29.1
25,134.39,-48.02,-0.4591,-0.8803,-68.9,-132.0,29.1
26,134.39,-48.02,0.4473,-0.6506,67.1,-97.6,29.1
27,134.39,-48.02,-0.8472,-0.5142,-127.1,-77.1,29.1
28,134.39,-48.02,-0.1933,-0.6270,-29.0,-94.1,29.1
29,134.39,-48.02,-1.0352,-0.4631,-150.0,-69.5,29.1
30,134.39,-48.02,-0.5348,-0.4462,-80.2,-66.9,29.1
31,134.39,-48.02,-0.7840,-0.5332,-117.6,-80.0,29.1
32,134.39,-48.02,-0.3494,-0.8797,-52.4,-132.0,29.1
33,131.21,-40.77,-1.0577,0.1657,-150.0,24.9,36.2
34,130.97,-39.53,1.0007,-0.7689,150.0,-115.3,37.4
35,130.57,-37.08,0.8831,0.7129,132.5,106.9,39.8
36,128.87,-33.36,0.8691,-0.9653,130.4,-144.8,43.5
37,127.43,-30.33,0.1478,-0.2927,22.2,-43.9,46.5
38,128.69,-29.83,-1.1199,-1.1034,-150.0,-150.0,47.0
39,128.69,-29.83,-0.8352,-0.9697,-125.3,-145.4,47.0
40,128.69,-29.83,0.3915,-1.0834,58.7,-150.0,47.0
41,128.69,-29.83,-0.9536,-0.0454,-143.0,-6.8,47.0
42,128.69,-29.83,-1.0279,-0.6725,-150.0,-100.9,47.0
43,128.69,-29.83,-0.8704,-1.0157,-130.6,-150.0,47.0
44,128.69,-29.83,-0.4120,-0.8852,-61.8,-132.8,47.0
45,128.69,-29.83,-1.0940,-0.6864,-150.0,-103.0,47.0
46,128.69,-29.83,-0.7859,-0.9872,-117.9,-148.1,47.0
47,128.69,-29.83,0.7796,0.0008,116.9,0.1,47.0
48,127.57,-24.55,0.4071,-0.4391,61.1,-65.9,52.2
