step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,-133.00,-120.50,-0.9851,-1.1945,-147.8,-150.0,259.7
1,-133.00,-120.50,-1.0457,-0.9824,-150.0,-147.4,259.7
2,-133.00,-120.50,-0.9604,-0.9962,-144.1,-149.4,259.7
3,-133.00,-120.50,-0.9499,-0.5797,-142.5,-87.0,259.7
4,-133.00,-120.50,-0.9076,-0.8685,-136.1,-130.3,259.7
5,-133.00,-120.50,-0.9184,-0.9339,-137.8,-140.1,259.7
6,-133.00,-120.50,-0.9926,-0.8969,-148.9,-134.5,259.7
7,-133.00,-120.50,-0.9228,-0.8503,-138.4,-127.5,259.7
8,-133.00,-120.50,-0.6850,-0.6769,-102.7,-101.5,259.7
9,-133.00,-120.50,-1.0691,-0.6055,-150.0,-90.8,259.7
10,137.30,-64.58,-1.1431,-0.2686,-150.0,-40.3,12.7
11,138.67,-62.07,-1.0774,-0.7257,-150.0,-108.9,15.2
12,136.62,-57.55,0.8316,-1.0982,124.7,-150.0,19.7
13,133.00,-56.40,0.9935,-1.0620,149.0,-150.0,259.7
14,133.00,-56.40,0.9711,-0.8163,145.7,-122.4,259.7
15,136.56,-54.20,1.0250,-0.1586,150.0,-23.8,23.0
16,134.13,-51.18,-0.5754,-1.0721,-86.3,-150.0,25.9
17,134.13,-51.18,-0.2238,-1.0574,-33.6,-150.0,25.9
18,134.13,-51.18,0.3559,-0.9101,53.4,-136.5,25.9
19,133.90,-50.50,-1.1271,-0.6371,-150.0,-95.6,26.6
20,133.44,-49.15,-0.9593,-0.6120,-143.9,-91.8,27.9
21,129.80,-45.48,-1.0766,-0.3572,-150.0,-53.6,31.5
22,129.80,-45.48,-0.8099,-0.9164,-121.5,-137.5,31.5
23,133.00,-43.86,-1.0064,-0.1266,-150.0,-19.0,259.7
24,124.84,-40.02,-1.0437,-0.9618,-150.0,-144.3,36.7
25,124.62,-38.82,-0.9222,-0.9358,-138.3,-140.4,37.9
26,124.62,-38.82,-1.0302,-0.2341,-150.0,-35.1,37.9
27,127.55,-32.66,-0.8223,-0.9000,-123.3,-135.0,44.1
28,130.30,-31.48,-0.3101,-0.9415,-46.5,-141.2,259.7
29,127.41,-29.17,-0.3749,0.1655,-56.2,24.8,47.7
30,127.41,-29.17,-0.9065,-0.2913,-136.0,-43.7,47.7
31,127.57,-24.55,-1.0306,-0.9403,-150.0,-141.0,52.2
32,127.72,-22.83,0.1688,-0.9005,25.3,-135.1,53.9
33,128.11,-19.96,0.6294,-0.9321,94.4,-139.8,56.9
34,128.11,-19.96,-1.0826,-0.7329,-150.0,-109.9,56.9
35,127.51,-16.49,-1.0088,-0.9762,-150.0,-146.4,60.3
36,126.67,-14.76,0.7387,-1.1123,110.8,-150.0,62.0
37,126.67,-14.76,0.8610,-0.2064,129.2,-31.0,62.0
38,127.30,-12.44,0.8639,-0.9443,129.6,-141.6,64.4
