step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
1,90.83,7.73,-0.9758,1.0000,-146.4,150.0,0.0
2,90.83,7.73,-0.0889,0.2602,-13.3,39.0,0.0
3,90.83,7.73,-0.0890,0.2606,-13.4,39.1,0.0
4,90.83,7.73,-0.0891,0.2609,-13.4,39.1,0.0
5,91.88,8.38,-0.3986,0.4500,-59.8,67.5,0.0
6,93.50,8.55,-0.5917,0.3281,-88.8,49.2,0.0
7,91.88,8.38,0.3133,0.2342,47.0,35.1,0.0
8,91.88,8.38,-0.1179,0.2794,-17.7,41.9,0.0
9,91.88,8.38,-0.1180,0.2798,-17.7,42.0,0.0
10,91.88,8.38,-0.1182,0.2801,-17.7,42.0,0.0
11,91.08,8.30,0.1152,0.2563,17.3,38.4,0.0
12,91.08,8.30,-0.0972,0.2786,-14.6,41.8,0.0
13,89.52,8.13,0.3629,0.2316,54.4,34.7,0.0
14,88.74,8.05,0.1712,0.2518,25.7,37.8,0.0
15,87.98,7.98,0.1896,0.2503,28.4,37.6,0.0
16,87.98,7.98,-0.0145,0.2715,-2.2,40.7,0.0
17,87.22,7.90,0.2079,0.2492,31.2,37.4,0.3
18,85.72,7.75,0.4442,0.2259,66.6,33.9,1.8
19,85.72,7.75,0.0457,0.2664,6.9,40.0,1.8
20,84.99,7.68,0.2620,0.2451,39.3,36.8,2.3
21,84.99,7.68,0.0655,0.2651,9.8,39.8,2.3
22,84.26,7.60,0.2798,0.2441,42.0,36.6,2.8
23,84.26,7.60,0.0852,0.2638,12.8,39.6,2.8
24,84.26,7.60,0.0853,0.2641,12.8,39.6,2.8
25,84.26,7.60,0.0854,0.2644,12.8,39.7,2.8
26,83.53,7.53,0.2978,0.2437,44.7,36.6,3.5
27,83.53,7.53,0.1050,0.2631,15.7,39.5,3.5
28,82.82,7.46,0.3154,0.2427,47.3,36.4,4.3
29,82.82,7.46,0.1244,0.2619,18.7,39.3,4.3
30,82.82,7.46,0.1246,0.2622,18.7,39.3,4.3
31,82.82,7.46,0.1247,0.2625,18.7,39.4,4.3
32,82.11,7.39,0.3333,0.2424,50.0,36.4,5.4
33,82.11,7.39,0.1440,0.2613,21.6,39.2,5.4
34,82.11,7.39,0.1442,0.2616,21.6,39.2,5.4
35,82.11,7.39,0.1444,0.2619,21.7,39.3,5.4
36,82.11,7.39,0.1446,0.2622,21.7,39.3,5.4
37,82.11,7.39,0.1447,0.2625,21.7,39.4,5.4
38,81.40,7.32,0.3515,0.2427,52.7,36.4,6.1
39,81.40,7.32,0.1639,0.2613,24.6,39.2,6.1
40,80.71,7.25,0.3688,0.2417,55.3,36.3,6.8
41,80.71,7.25,0.1830,0.2601,27.4,39.0,6.8
42,80.71,7.25,0.1832,0.2604,27.5,39.1,6.8
43,80.71,7.25,0.1834,0.2607,27.5,39.1,6.8
44,80.71,7.25,0.1837,0.2610,27.6,39.2,6.8
45,80.71,7.25,0.1839,0.2613,27.6,39.2,6.8
46,80.01,7.19,0.3870,0.2420,58.1,36.3,7.1
47,80.01,7.19,0.2028,0.2602,30.4,39.0,7.1
48,80.01,7.19,0.2031,0.2605,30.5,39.1,7.1
49,80.01,7.19,0.2033,0.2608,30.5,39.1,7.1
50,79.33,7.12,0.4047,0.2417,60.7,36.3,7.8
51,79.33,7.12,0.2222,0.2596,33.3,38.9,7.8
52,79.33,7.12,0.2224,0.2599,33.4,39.0,7.8
53,79.33,7.12,0.2227,0.2599,33.4,39.0,7.8
54,79.33,7.12,0.2230,0.2599,33.4,39.0,7.8
55,79.33,7.12,0.2233,0.2599,33.5,39.0,7.8
56,79.33,7.12,0.2235,0.2599,33.5,39.0,7.8
57,79.33,7.12,0.2238,0.2599,33.6,39.0,7.8
58,79.33,7.12,0.2241,0.2599,33.6,39.0,7.8
59,78.65,7.06,0.4238,0.2408,63.6,36.1,8.5
60,78.65,7.06,0.2428,0.2582,36.4,38.7,8.5
61,78.65,7.06,0.2431,0.2582,36.5,38.7,8.5
62,78.65,7.06,0.2434,0.2582,36.5,38.7,8.5
63,78.65,7.06,0.2437,0.2582,36.6,38.7,8.5
64,78.65,7.06,0.2440,0.2582,36.6,38.7,8.5
65,78.65,7.06,0.2443,0.2582,36.6,38.7,8.5
66,77.97,6.99,0.4423,0.2394,66.3,35.9,9.5
67,78.65,7.06,0.0652,0.2753,9.8,41.3,8.5
68,78.65,7.06,0.2452,0.2582,36.8,38.7,8.5
69,78.65,7.06,0.2455,0.2582,36.8,38.7,8.5
70,78.65,7.06,0.2458,0.2582,36.9,38.7,8.5
71,78.65,7.06,0.2461,0.2582,36.9,38.7,8.5
72,77.97,6.99,0.4441,0.2394,66.6,35.9,9.5
73,77.97,6.99,0.2647,0.2565,39.7,38.5,9.5
74,77.97,6.99,0.2650,0.2565,39.7,38.5,9.5
75,77.97,6.99,0.2653,0.2565,39.8,38.5,9.5
76,77.97,6.99,0.2656,0.2565,39.8,38.5,9.5
77,77.97,6.99,0.2659,0.2565,39.9,38.5,9.5
78,77.97,6.99,0.2663,0.2565,39.9,38.5,9.5
79,77.97,6.99,0.2666,0.2565,40.0,38.5,9.5
80,77.97,6.99,0.2669,0.2565,40.0,38.5,9.5
81,77.97,6.99,0.2672,0.2565,40.1,38.5,9.5
82,77.97,6.99,0.2675,0.2565,40.1,38.5,9.5
83,77.97,6.99,0.2678,0.2565,40.2,38.5,9.5
84,78.65,7.06,0.0704,0.2753,10.6,41.3,8.5
85,78.65,7.06,0.2505,0.2582,37.6,38.7,8.5
86,77.97,6.99,0.4485,0.2394,67.3,35.9,9.5
87,78.65,7.06,0.0714,0.2753,10.7,41.3,8.5
88,77.97,6.99,0.4491,0.2394,67.4,35.9,9.5
89,77.97,6.99,0.2697,0.2565,40.5,38.5,9.5
90,77.97,6.99,0.2700,0.2565,40.5,38.5,9.5
91,77.97,6.99,0.2703,0.2565,40.5,38.5,9.5
92,77.97,6.99,0.2706,0.2565,40.6,38.5,9.5
93,77.97,6.99,0.2707,0.2565,40.6,38.5,9.5
94,77.97,6.99,0.2707,0.2565,40.6,38.5,9.5
95,77.97,6.99,0.2707,0.2565,40.6,38.5,9.5
96,77.97,6.99,0.2707,0.2565,40.6,38.5,9.5
97,77.97,6.99,0.2707,0.2565,40.6,38.5,9.5
98,77.97,6.99,0.2707,0.2565,40.6,38.5,9.5
99,77.31,6.93,0.4667,0.2379,70.0,35.7,10.2
100,77.31,6.93,0.2885,0.2548,43.3,38.2,10.2
101,76.64,6.87,0.4829,0.2365,72.4,35.5,10.9
102,75.99,6.81,0.4989,0.2351,74.8,35.3,11.5
103,75.33,6.74,0.5148,0.2337,77.2,35.1,12.2
104,75.33,6.74,0.3411,0.2499,51.2,37.5,12.2
105,74.69,6.68,0.5307,0.2323,79.6,34.8,12.8
106,74.05,6.63,0.5464,0.2309,82.0,34.6,13.5
107,72.97,7.02,0.6910,0.3637,103.7,54.6,14.1
108,72.97,7.02,0.4041,0.2573,60.6,38.6,14.1
109,72.34,6.97,0.5884,0.2402,88.3,36.0,14.8
110,71.72,6.91,0.6037,0.2389,90.5,35.8,15.4
111,71.10,6.85,0.6189,0.2376,92.8,35.6,16.4
112,70.49,6.80,0.6340,0.2363,95.1,35.5,17.0
113,70.49,6.80,0.4703,0.2512,70.5,37.7,17.0
114,69.27,6.69,0.8262,0.2191,123.9,32.9,18.2
115,68.67,6.63,0.6786,0.2326,101.8,34.9,18.5
116,68.67,6.63,0.5187,0.2469,77.8,37.0,18.5
117,68.08,6.58,0.6933,0.2314,104.0,34.7,19.1
118,67.49,6.53,0.7079,0.2302,106.2,34.5,19.6
119,66.90,6.48,0.7224,0.2290,108.4,34.4,20.2
120,66.32,6.43,0.7368,0.2279,110.5,34.2,21.2
121,66.32,6.43,0.5815,0.2414,87.2,36.2,21.2
122,65.74,6.38,0.7511,0.2267,112.7,34.0,21.8
123,64.60,6.28,0.9326,0.2113,139.9,31.7,22.9
124,64.03,6.23,0.7935,0.2234,119.0,33.5,23.5
125,64.03,6.23,0.6425,0.2361,96.4,35.4,23.5
126,62.91,6.14,0.9713,0.2086,145.7,31.3,24.6
127,62.36,6.09,0.8351,0.2202,125.3,33.0,25.2
128,62.36,6.09,0.6872,0.2324,103.1,34.9,25.2
129,61.26,6.00,1.0000,0.2061,150.0,30.9,25.9
130,60.17,5.91,1.0000,0.2044,150.0,30.7,27.0
131,59.10,5.83,1.0000,0.2028,150.0,30.4,28.4
132,59.10,5.83,0.7739,0.2254,116.1,33.8,28.4
133,58.05,5.75,1.0000,0.2013,150.0,30.2,29.5
134,57.00,5.67,1.0000,0.1998,150.0,30.0,30.2
135,55.97,5.59,1.0000,0.1983,150.0,29.7,31.2
136,54.95,5.51,1.0000,0.1969,150.0,29.5,32.6
137,54.95,5.51,0.8846,0.2170,132.7,32.6,32.6
138,53.95,5.44,1.0000,0.1956,150.0,29.3,33.6
139,52.95,5.37,1.0000,0.1942,150.0,29.1,34.6
140,52.95,5.37,0.9380,0.2132,140.7,32.0,34.6
141,51.96,5.30,1.0000,0.1930,150.0,28.9,35.2
