step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
1,89.79,7.10,-0.6722,1.0000,-100.8,150.0,0.0
2,89.79,7.10,-0.0613,0.2433,-9.2,36.5,0.0
3,90.04,7.66,-0.1347,0.4063,-20.2,60.9,0.0
4,90.04,7.66,-0.0681,0.2587,-10.2,38.8,0.0
5,91.62,7.81,-0.5310,0.3057,-79.6,45.9,0.0
6,91.62,7.81,-0.1104,0.2636,-16.6,39.5,0.0
7,91.36,7.26,-0.0353,0.0999,-5.3,15.0,0.0
8,91.62,7.81,-0.1791,0.4133,-26.9,62.0,0.0
9,91.62,7.81,-0.1108,0.2646,-16.6,39.7,0.0
10,91.62,7.81,-0.1110,0.2649,-16.6,39.7,0.0
11,91.62,7.81,-0.1111,0.2652,-16.7,39.8,0.0
12,90.83,7.73,0.1213,0.2421,18.2,36.3,0.0
13,90.57,7.18,-0.0159,0.1004,-2.4,15.1,0.0
14,90.57,7.18,-0.0835,0.2492,-12.5,37.4,0.0
15,89.79,7.10,0.1457,0.2270,21.9,34.0,0.0
16,90.83,7.73,-0.3665,0.4336,-55.0,65.0,0.0
17,89.79,7.10,0.2130,0.0792,32.0,11.9,0.0
18,89.79,7.10,-0.0630,0.2484,-9.5,37.3,0.0
19,90.04,7.66,-0.1365,0.4113,-20.5,61.7,0.0
20,90.04,7.66,-0.0699,0.2638,-10.5,39.6,0.0
21,89.79,7.10,0.0034,0.1015,0.5,15.2,0.0
22,89.79,7.10,-0.0634,0.2496,-9.5,37.4,0.0
23,89.02,7.03,0.1636,0.2277,24.5,34.2,0.0
24,89.02,7.03,-0.0428,0.2482,-6.4,37.2,0.0
25,89.26,7.58,-0.1153,0.4105,-17.3,61.6,0.0
26,89.26,7.58,-0.0495,0.2636,-7.4,39.5,0.0
27,88.25,6.95,0.2477,0.0800,37.2,12.0,0.0
28,89.02,7.03,-0.2474,0.2693,-37.1,40.4,0.0
29,88.25,6.95,0.1818,0.2279,27.3,34.2,0.0
30,88.25,6.95,-0.0226,0.2481,-3.4,37.2,0.0
31,88.25,6.95,-0.0226,0.2484,-3.4,37.3,0.0
32,88.25,6.95,-0.0227,0.2487,-3.4,37.3,0.0
