step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
1,96.56,9.97,-1.0000,1.0000,-150.0,150.0,0.0
2,96.56,9.97,-0.2422,0.3201,-36.3,48.0,0.0
3,96.56,9.97,-0.2425,0.3205,-36.4,48.1,0.0
4,96.56,9.97,-0.2428,0.3209,-36.4,48.1,0.0
5,96.56,9.97,-0.2431,0.3213,-36.5,48.2,0.0
6,97.72,10.66,-0.5822,0.5234,-87.3,78.5,0.0
7,98.58,10.76,-0.5290,0.3695,-79.4,55.4,0.0
8,98.58,10.76,-0.2981,0.3435,-44.7,51.5,0.0
9,98.58,10.76,-0.2985,0.3439,-44.8,51.6,0.0
10,98.58,10.76,-0.2989,0.3444,-44.8,51.7,0.0
11,98.58,10.76,-0.2992,0.3448,-44.9,51.7,0.0
12,96.56,9.97,0.2936,0.1145,44.0,17.2,0.0
13,94.88,9.79,0.2474,0.2701,37.1,40.5,0.0
14,94.88,9.79,-0.2013,0.3200,-30.2,48.0,0.0
15,92.70,10.09,0.4382,0.4108,65.7,61.6,0.0
16,89.52,9.74,0.7890,0.2261,118.4,33.9,0.0
17,84.98,9.25,1.0000,0.1761,150.0,26.4,2.3
18,84.98,9.25,0.0627,0.3074,9.4,46.1,2.3
19,82.09,8.95,0.9105,0.2182,136.6,32.7,5.4
20,78.62,8.59,1.0000,0.1948,150.0,29.2,8.4
21,75.74,7.79,1.0000,0.0565,150.0,8.5,11.8
22,75.74,7.79,0.3103,0.2697,46.5,40.5,11.8
23,74.65,8.19,0.6317,0.3874,94.7,58.1,12.9
24,74.00,8.13,0.5290,0.2625,79.4,39.4,13.5
25,74.00,8.13,0.3580,0.2797,53.7,42.0,13.5
26,74.00,8.13,0.3584,0.2801,53.8,42.0,13.5
27,74.00,8.13,0.3589,0.2804,53.8,42.1,13.5
28,74.65,8.19,0.1706,0.2993,25.6,44.9,12.9
29,78.62,8.59,-0.8228,0.3997,-123.4,60.0,8.4
30,78.62,8.59,0.2368,0.2938,35.5,44.1,8.4
31,83.76,9.65,-1.0000,0.6061,-150.0,90.9,3.2
32,90.57,10.40,-1.0000,0.5434,-150.0,81.5,0.0
33,96.86,10.56,-1.0000,0.3898,-150.0,58.5,0.0
34,96.86,10.56,-0.2502,0.3480,-37.5,52.2,0.0
35,105.87,11.61,-1.0000,0.6545,-150.0,98.2,0.0
36,120.82,14.03,-1.0000,1.0000,-150.0,150.0,0.0
37,128.69,14.38,-1.0000,0.5461,-150.0,81.9,0.0
38,128.69,14.38,-1.0000,0.4520,-150.0,67.8,0.0
39,133.31,14.31,-1.0000,0.4315,-150.0,64.7,0.0
40,134.62,14.47,-1.0000,0.4989,-150.0,74.8,0.0
41,133.31,14.31,-0.8806,0.4083,-132.1,61.2,0.0
42,133.31,14.31,-1.0000,0.4516,-150.0,67.7,0.0
43,123.00,12.43,1.0000,-0.1003,150.0,-15.0,0.0
44,112.08,11.16,1.0000,0.0280,150.0,4.2,0.0
45,103.34,10.17,1.0000,0.0767,150.0,11.5,0.0
46,103.34,10.17,-0.4366,0.3411,-65.5,51.2,0.0
47,93.77,9.12,1.0000,0.0340,150.0,5.1,0.0
