step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
1,91.35,8.86,-1.0000,1.0000,-150.0,150.0,0.0
2,91.35,8.86,-0.1029,0.2903,-15.4,43.6,0.0
3,91.35,8.86,-0.1030,0.2907,-15.5,43.6,0.0
4,91.35,8.86,-0.1031,0.2911,-15.5,43.7,0.0
5,91.08,8.30,-0.0259,0.1255,-3.9,18.8,0.0
6,93.23,9.61,-0.7261,0.6613,-108.9,99.2,0.0
7,92.15,8.95,0.1640,0.1182,24.6,17.7,0.0
8,92.15,8.95,-0.1251,0.2948,-18.8,44.2,0.0
9,91.35,8.86,0.1093,0.2703,16.4,40.5,0.0
10,91.35,8.86,-0.1040,0.2932,-15.6,44.0,0.0
11,90.56,8.78,0.1281,0.2691,19.2,40.4,0.0
12,89.00,8.61,0.3745,0.2437,56.2,36.6,0.0
13,89.00,8.61,-0.0415,0.2877,-6.2,43.2,0.0
14,87.98,7.98,0.2574,0.1013,38.6,15.2,0.0
15,86.71,8.38,0.3567,0.3886,53.5,58.3,0.8
16,84.99,7.68,0.5255,0.0770,78.8,11.5,2.3
17,84.99,7.68,0.0656,0.2640,9.8,39.6,2.3
18,84.49,8.15,0.2109,0.4031,31.6,60.5,2.6
19,83.53,7.53,0.3602,0.0962,54.0,14.4,3.5
20,82.33,7.93,0.4570,0.3783,68.5,56.7,5.2
21,82.33,7.93,0.1369,0.2722,20.5,40.8,5.2
22,82.33,7.93,0.1371,0.2725,20.6,40.9,5.2
23,81.63,7.86,0.3446,0.2521,51.7,37.8,5.9
24,80.93,7.79,0.3619,0.2508,54.3,37.6,6.6
25,80.93,7.79,0.1753,0.2697,26.3,40.5,6.6
26,81.63,7.86,-0.0300,0.2905,-4.5,43.6,5.9
27,80.93,7.79,0.3625,0.2518,54.4,37.8,6.6
28,81.63,7.86,-0.0296,0.2912,-4.4,43.7,5.9
29,82.33,7.93,-0.0500,0.2936,-7.5,44.0,5.2
30,82.33,7.93,0.1387,0.2751,20.8,41.3,5.2
31,83.05,8.00,-0.0704,0.2965,-10.6,44.5,4.0
32,83.77,8.08,-0.0912,0.2990,-13.7,44.9,3.3
33,85.23,8.22,-0.3273,0.3235,-49.1,48.5,2.3
34,85.23,8.22,0.0620,0.2843,9.3,42.6,2.3
35,85.97,8.30,-0.1550,0.3069,-23.3,46.0,1.5
36,86.71,8.38,-0.1768,0.3095,-26.5,46.4,0.8
37,86.71,8.38,0.0224,0.2894,3.4,43.4,0.8
38,87.47,8.45,-0.1987,0.3126,-29.8,46.9,0.0
39,88.23,8.53,-0.2210,0.3153,-33.1,47.3,0.0
40,89.00,8.61,-0.2435,0.3181,-36.5,47.7,0.0
41,89.77,8.69,-0.2663,0.3210,-39.9,48.1,0.0
42,89.77,8.69,-0.0594,0.2996,-8.9,44.9,0.0
43,90.56,8.78,-0.2894,0.3242,-43.4,48.6,0.0
44,90.56,8.78,-0.0805,0.3026,-12.1,45.4,0.0
45,90.56,8.78,-0.0806,0.3029,-12.1,45.4,0.0
46,91.35,8.86,-0.3129,0.3278,-46.9,49.2,0.0
47,91.35,8.86,-0.1020,0.3059,-15.3,45.9,0.0
48,92.15,8.95,-0.3366,0.3311,-50.5,49.7,0.0
49,92.15,8.95,-0.1236,0.3085,-18.5,46.3,0.0
50,92.15,8.95,-0.1237,0.3085,-18.6,46.3,0.0
51,92.15,8.95,-0.1239,0.3085,-18.6,46.3,0.0
52,92.96,9.03,-0.3610,0.3338,-54.1,50.1,0.0
53,92.96,9.03,-0.1458,0.3108,-21.9,46.6,0.0
54,92.96,9.03,-0.1460,0.3108,-21.9,46.6,0.0
55,92.15,8.95,0.0908,0.2856,13.6,42.8,0.0
56,92.96,9.03,-0.3617,0.3338,-54.2,50.1,0.0
57,92.96,9.03,-0.1465,0.3108,-22.0,46.6,0.0
58,92.96,9.03,-0.1467,0.3108,-22.0,46.6,0.0
59,92.15,8.95,0.0901,0.2856,13.5,42.8,0.0
60,92.15,8.95,-0.1254,0.3085,-18.8,46.3,0.0
61,92.15,8.95,-0.1256,0.3085,-18.8,46.3,0.0
62,91.35,8.86,0.1088,0.2837,16.3,42.6,0.0
63,90.56,8.78,0.1277,0.2818,19.2,42.3,0.0
64,89.77,8.69,0.1464,0.2799,22.0,42.0,0.0
65,89.00,8.61,0.1650,0.2780,24.8,41.7,0.0
66,89.00,8.61,-0.0420,0.2997,-6.3,45.0,0.0
67,88.23,8.53,0.1835,0.2762,27.5,41.4,0.0
68,87.47,8.45,0.2018,0.2744,30.3,41.2,0.0
69,87.47,8.45,-0.0012,0.2954,-0.2,44.3,0.0
70,86.71,8.38,0.2200,0.2726,33.0,40.9,0.8
71,85.97,8.30,0.2381,0.2708,35.7,40.6,1.5
72,85.97,8.30,0.0389,0.2913,5.8,43.7,1.5
73,85.97,8.30,0.0390,0.2913,5.8,43.7,1.5
74,85.23,8.22,0.2561,0.2691,38.4,40.4,2.3
75,84.49,8.15,0.2739,0.2674,41.1,40.1,2.6
76,83.77,8.08,0.2916,0.2657,43.7,39.9,3.3
77,83.77,8.08,0.0981,0.2853,14.7,42.8,3.3
78,83.77,8.08,0.0982,0.2853,14.7,42.8,3.3
79,83.77,8.08,0.0983,0.2853,14.7,42.8,3.3
80,83.05,8.00,0.3096,0.2640,46.4,39.6,4.0
81,83.05,8.00,0.1178,0.2834,17.7,42.5,4.0
82,83.05,8.00,0.1180,0.2834,17.7,42.5,4.0
83,83.05,8.00,0.1181,0.2834,17.7,42.5,4.0
84,83.05,8.00,0.1182,0.2834,17.7,42.5,4.0
85,83.05,8.00,0.1184,0.2834,17.8,42.5,4.0
86,83.05,8.00,0.1185,0.2834,17.8,42.5,4.0
87,83.05,8.00,0.1187,0.2834,17.8,42.5,4.0
88,83.05,8.00,0.1188,0.2834,17.8,42.5,4.0
89,83.05,8.00,0.1190,0.2834,17.8,42.5,4.0
90,83.05,8.00,0.1191,0.2834,17.9,42.5,4.0
91,83.77,8.08,-0.0919,0.3047,-13.8,45.7,3.3
92,83.05,8.00,0.3113,0.2640,46.7,39.6,4.0
93,83.05,8.00,0.1196,0.2834,17.9,42.5,4.0
94,83.77,8.08,-0.0914,0.3047,-13.7,45.7,3.3
95,83.77,8.08,0.1006,0.2853,15.1,42.8,3.3
96,83.77,8.08,0.1007,0.2853,15.1,42.8,3.3
97,83.77,8.08,0.1009,0.2853,15.1,42.8,3.3
98,83.05,8.00,0.3121,0.2640,46.8,39.6,4.0
99,83.77,8.08,-0.0908,0.3047,-13.6,45.7,3.3
100,83.05,8.00,0.3124,0.2640,46.9,39.6,4.0
101,83.77,8.08,-0.0905,0.3047,-13.6,45.7,3.3
102,83.77,8.08,0.1015,0.2853,15.2,42.8,3.3
103,83.77,8.08,0.1017,0.2853,15.2,42.8,3.3
104,83.05,8.00,0.3129,0.2640,46.9,39.6,4.0
105,83.05,8.00,0.1212,0.2834,18.2,42.5,4.0
106,83.77,8.08,-0.0898,0.3047,-13.5,45.7,3.3
107,83.77,8.08,0.1022,0.2853,15.3,42.8,3.3
108,83.77,8.08,0.1023,0.2853,15.3,42.8,3.3
109,84.49,8.15,-0.1106,0.3070,-16.6,46.0,2.6
110,84.49,8.15,0.0832,0.2873,12.5,43.1,2.6
111,84.49,8.15,0.0833,0.2873,12.5,43.1,2.6
112,84.49,8.15,0.0834,0.2873,12.5,43.1,2.6
113,84.49,8.15,0.0835,0.2873,12.5,43.1,2.6
114,85.23,8.22,-0.1315,0.3092,-19.7,46.4,2.3
115,85.23,8.22,0.0641,0.2893,9.6,43.4,2.3
116,85.97,8.30,-0.1529,0.3115,-22.9,46.7,1.5
117,85.97,8.30,0.0444,0.2913,6.7,43.7,1.5
118,85.97,8.30,0.0445,0.2913,6.7,43.7,1.5
119,85.97,8.30,0.0445,0.2913,6.7,43.7,1.5
120,85.97,8.30,0.0446,0.2913,6.7,43.7,1.5
