step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,100.02,-57.04,-0.6972,-0.4823,-104.6,-72.3,6.3
1,100.02,-57.04,-1.0193,-0.7450,-150.0,-111.7,6.3
2,99.14,-56.86,-1.2364,-0.6476,-150.0,-97.1,6.5
3,100.27,-57.68,-0.5529,0.8449,-82.9,126.7,5.6
4,101.16,-57.86,-0.8717,-0.9140,-130.8,-137.1,5.3
5,101.16,-57.86,-0.6980,-0.5494,-104.7,-82.4,5.3
6,103.24,-58.89,-0.8871,-0.8869,-133.1,-133.0,3.4
7,104.85,-58.63,0.7265,0.5855,109.0,87.8,3.4
8,105.79,-58.83,0.2163,0.7092,32.4,106.4,3.1
9,105.79,-58.83,-0.2141,-0.0978,-32.1,-14.7,3.1
10,105.27,-57.53,0.3462,-0.1242,51.9,-18.6,5.3
11,103.61,-55.44,0.4481,-0.7148,67.2,-107.2,7.0
12,103.61,-55.44,0.7366,-0.6450,110.5,-96.8,7.0
13,102.69,-55.26,-0.1193,-0.0572,-17.9,-8.6,7.1
14,102.69,-55.26,-0.5510,0.6927,-82.6,103.9,7.1
15,101.11,-55.52,0.5618,-0.2468,84.3,-37.0,7.0
16,101.11,-55.52,0.2342,0.4178,35.1,62.7,7.0
17,100.66,-54.29,-0.0358,-0.6438,-5.4,-96.6,8.3
18,100.92,-52.64,0.3975,0.0152,59.6,2.3,10.5
19,99.83,-51.88,0.2888,0.4058,43.3,60.9,11.4
20,99.83,-51.88,-0.4582,-0.4316,-68.7,-64.7,11.4
21,99.64,-51.29,-0.0787,-0.9390,-11.8,-140.9,11.7
22,99.45,-50.71,0.0628,-0.7104,9.4,-106.6,12.0
23,98.22,-49.40,-0.5213,-0.5959,-78.2,-89.4,13.4
24,98.22,-49.40,-0.4619,-0.9425,-69.3,-141.4,13.4
25,98.22,-49.40,0.7484,0.3519,112.3,52.8,13.4
26,98.73,-48.41,0.0521,-0.1459,7.8,-21.9,15.0
27,98.25,-46.72,-0.1097,0.0090,-16.4,1.4,16.4
28,97.66,-44.52,-0.4564,-0.6915,-68.5,-103.7,18.4
29,97.66,-44.52,0.1088,0.8072,16.3,121.1,18.4
30,96.31,-42.25,-0.2581,-0.7155,-38.7,-107.3,21.3
31,95.05,-40.05,0.2911,-0.9496,43.7,-142.4,23.3
32,94.51,-37.00,0.1956,-0.5922,29.3,-88.8,26.7
33,94.51,-37.00,0.8578,0.0094,128.7,1.4,26.7
34,92.47,-33.37,0.5718,0.3082,85.8,46.2,30.1
35,86.92,-29.58,-0.8091,-0.6132,-121.4,-92.0,34.6
36,81.26,-24.23,-0.1923,0.1268,-28.8,19.0,40.5
37,81.26,-24.23,0.0051,0.0464,0.8,7.0,40.5
38,72.69,-18.26,-0.0849,0.2628,-12.7,39.4,47.2
39,67.14,-11.87,-0.2086,0.5861,-31.3,87.9,54.7
40,61.49,-4.79,0.6072,0.7042,91.1,105.6,86.3
41,61.49,-4.79,0.3780,0.7740,56.7,116.1,86.3
42,55.64,0.58,0.5247,-0.2197,78.7,-33.0,92.2
43,50.21,2.04,-0.5032,-1.0028,-75.5,-150.0,97.6
44,44.23,1.72,-0.6445,-0.6649,-96.7,-99.7,103.6
45,44.23,1.72,-0.5779,0.8264,-86.7,124.0,103.6
46,40.29,1.54,0.5607,0.9033,84.1,135.5,107.5
47,37.67,1.01,0.9231,-0.8020,138.5,-120.3,110.1
48,37.67,1.01,0.7050,-0.8108,105.8,-121.6,110.1
49,35.24,1.35,0.7577,1.0705,113.7,150.0,112.5
50,31.59,1.23,0.9617,-0.7857,144.3,-117.9,116.2
51,28.02,1.15,-0.0019,1.0703,-0.3,150.0,119.8
52,25.24,0.68,0.7279,-0.8088,109.2,-121.3,122.5
53,25.24,0.68,-0.8411,0.8532,-126.2,128.0,122.5
54,23.32,0.65,-0.2094,0.4186,-31.4,62.8,124.5
55,22.17,0.64,-0.9386,0.6015,-140.8,90.2,125.6
56,22.21,1.06,-0.5134,0.9412,-77.0,141.2,125.6
57,22.21,1.06,-0.5742,1.0657,-86.1,150.0,125.6
58,22.55,0.64,-0.6261,0.9382,-93.9,140.7,125.2
59,22.59,1.06,-1.0778,0.9969,-150.0,149.5,125.2
60,21.82,1.05,-1.1261,0.9938,-150.0,149.1,126.0
61,21.82,1.05,-1.0795,0.9624,-150.0,144.4,126.0
62,20.68,1.04,-1.0291,1.0192,-150.0,150.0,127.1
63,18.78,1.03,-0.9112,0.7325,-136.7,109.9,129.0
64,18.78,1.03,-0.9982,-0.2906,-149.7,-43.6,129.0
65,16.51,1.03,-0.9841,0.2119,-147.6,31.8,131.3
66,14.24,1.04,-1.0676,-0.5952,-150.0,-89.3,133.5
67,11.97,1.06,-1.0915,-0.5414,-150.0,-81.2,135.8
68,8.94,1.10,-0.7473,-0.8889,-112.1,-133.3,138.8
69,8.94,1.10,-0.7019,-0.8701,-105.3,-130.5,138.8
70,5.89,1.16,-0.7987,-0.9091,-119.8,-136.4,141.9
71,2.81,1.25,-0.6976,-0.9414,-104.6,-141.2,145.0
72,-0.69,0.94,-0.8468,-0.7760,-127.0,-116.4,148.5
73,-0.69,0.94,-0.2152,-0.9499,-32.3,-142.5,148.5
74,-3.87,1.06,0.8577,0.6564,128.7,98.5,151.7
75,-7.50,0.80,0.9516,1.0605,142.7,150.0,155.3
