step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,100.86,-63.22,0.1969,-0.5659,29.5,-84.9,0.0
1,100.86,-63.22,0.0487,-0.8342,7.3,-125.1,0.0
2,100.86,-63.22,-0.0715,-1.0288,-10.7,-150.0,0.0
3,100.86,-63.22,-0.7390,-0.9116,-110.8,-136.7,0.0
4,100.86,-63.22,-0.9251,-0.8532,-138.8,-128.0,0.0
5,100.86,-63.22,-0.2909,-0.9220,-43.6,-138.3,0.0
6,101.48,-62.75,-0.0540,0.5459,-8.1,81.9,0.4
7,102.40,-62.96,0.1708,0.7217,25.6,108.3,0.1
8,104.62,-62.23,-0.1319,-0.7636,-19.8,-114.5,0.6
9,103.91,-58.44,0.2268,-0.8230,34.0,-123.4,3.7
10,103.91,-58.44,0.6930,0.1655,104.0,24.8,3.7
11,103.16,-56.51,0.6784,-0.2969,101.8,-44.5,6.5
12,102.46,-54.64,0.3904,0.5079,58.6,76.2,7.7
13,102.46,-54.64,-0.2436,-0.5735,-36.5,-86.0,7.7
14,101.61,-52.21,0.6277,0.6099,94.2,91.5,10.9
15,97.87,-48.26,0.0458,-0.5880,6.9,-88.2,15.2
16,96.40,-45.90,-0.2910,-0.9022,-43.6,-135.3,17.1
17,96.40,-45.90,-0.2979,-0.8367,-44.7,-125.5,17.1
18,94.67,-42.03,-0.6124,-0.4389,-91.9,-65.8,21.6
19,94.04,-38.93,-0.3240,0.4559,-48.6,68.4,24.4
20,93.50,-35.41,-0.1668,0.5870,-25.0,88.1,28.1
21,93.13,-31.99,0.4438,0.7057,66.6,105.9,31.8
22,93.13,-31.99,-0.0713,0.8767,-10.7,131.5,31.8
23,92.91,-27.20,0.7572,0.7607,113.6,114.1,36.6
24,92.99,-23.43,0.1406,0.6929,21.1,103.9,40.3
25,92.99,-23.43,-0.6094,-0.8820,-91.4,-132.3,40.3
26,92.51,-19.65,-0.1431,0.7373,-21.5,110.6,43.8
27,92.68,-18.24,0.4067,-0.7571,61.0,-113.6,45.5
28,93.41,-18.73,-0.8538,-0.5377,-128.1,-80.7,45.0
29,93.20,-20.61,0.1047,-1.0145,15.7,-150.0,42.7
30,93.20,-20.61,0.0959,-1.0572,14.4,-150.0,42.7
31,93.87,-22.05,-0.6025,-1.0684,-90.4,-150.0,41.6
32,94.58,-23.50,0.0307,-0.9371,4.6,-140.6,40.1
33,94.58,-23.50,-0.1358,-1.0715,-20.4,-150.0,40.1
34,94.56,-23.98,-0.0363,-0.9632,-5.4,-144.5,39.1
35,93.78,-23.47,0.9397,-1.0228,141.0,-150.0,40.2
36,93.84,-22.52,0.2313,0.0585,34.7,8.8,41.2
37,94.79,-20.66,0.0216,-0.1743,3.2,-26.2,42.5
38,94.79,-20.66,0.7856,0.0580,117.8,8.7,42.5
39,95.14,-17.82,0.5615,0.1229,84.2,18.4,45.7
40,93.04,-15.89,-1.1102,-1.0831,-150.0,-150.0,47.8
41,93.04,-15.89,-0.9535,-1.0377,-143.0,-150.0,47.8
42,93.59,-13.05,-0.9034,1.0664,-135.5,150.0,50.1
43,93.36,-10.66,-0.1302,0.9957,-19.5,149.4,53.1
44,95.59,-5.73,0.8806,-0.4531,132.1,-68.0,57.7
45,95.59,-5.73,0.5406,0.8849,81.1,132.7,57.7
46,96.62,-0.65,0.7903,-0.7266,118.5,-109.0,62.8
47,99.21,5.32,-1.0591,-0.8885,-150.0,-133.3,67.8
48,97.42,6.77,-0.5458,-0.7614,-81.9,-114.2,67.8
49,97.42,6.77,-0.8778,0.0235,-131.7,3.5,67.8
50,92.21,5.75,-0.5982,-0.3021,-89.7,-45.3,67.8
51,89.61,4.99,0.5199,1.0306,78.0,150.0,67.8
52,87.02,5.79,0.6524,-0.4748,97.9,-71.2,67.8
53,87.02,5.79,0.5590,0.5191,83.8,77.9,67.8
54,85.49,7.20,0.7918,0.5175,118.8,77.6,67.8
55,81.89,6.86,0.7032,-0.5508,105.5,-82.6,67.8
56,77.77,6.47,-0.3810,0.9279,-57.2,139.2,70.0
57,77.77,6.47,0.8261,-0.7991,123.9,-119.9,70.0
58,73.67,5.60,0.4685,0.8644,70.3,129.7,74.1
59,71.00,4.88,1.2199,-0.8843,150.0,-132.6,76.8
60,71.00,4.88,0.6957,1.0832,104.3,150.0,76.8
61,70.22,4.34,1.1192,0.6514,150.0,97.7,77.6
62,69.61,4.29,0.8808,0.3515,132.1,52.7,78.2
63,69.45,3.80,0.2425,-0.0517,36.4,-7.8,78.3
64,69.29,3.31,-0.0566,0.0193,-8.5,2.9,78.5
65,69.29,3.31,-0.3539,0.1387,-53.1,20.8,78.5
66,71.27,3.94,-0.2336,0.6940,-35.0,104.1,76.5
67,73.30,4.59,-0.3866,0.4552,-58.0,68.3,74.5
68,75.68,4.30,-0.0210,0.1869,-3.2,28.0,72.1
69,80.07,5.67,0.2761,-0.2552,41.4,-38.3,67.8
70,80.07,5.67,0.3455,0.6190,51.8,92.8,67.8
71,85.76,6.19,0.2442,-0.2140,36.6,-32.1,67.8
72,89.31,6.00,0.3987,-0.9099,59.8,-136.5,67.8
73,89.31,6.00,0.1794,-0.4015,26.9,-60.2,67.8
74,93.01,5.82,0.8188,0.8348,122.8,125.2,67.8
75,93.57,5.35,0.7674,0.1180,115.1,17.7,67.8
76,91.73,4.66,0.5438,-1.0284,81.6,-150.0,67.8
77,91.73,4.66,-0.8537,-0.9559,-128.0,-143.4,67.8
78,91.27,3.58,-0.8294,-0.8813,-124.4,-132.2,67.4
79,91.61,2.58,-0.9929,-0.8534,-148.9,-128.0,66.4
80,91.18,1.53,-1.0255,-0.7736,-150.0,-116.0,64.9
81,91.18,1.53,-0.9822,-0.9297,-147.3,-139.5,64.9
82,90.57,-0.02,-0.9827,-1.0932,-147.4,-150.0,63.4
83,93.74,0.19,-0.8523,-0.7238,-127.8,-108.6,63.2
84,95.38,0.30,0.1258,-0.9878,18.9,-148.2,63.2
85,95.38,0.30,-0.5574,-0.9199,-83.6,-138.0,63.2
86,97.95,2.56,0.9568,0.8495,143.5,127.4,65.0
87,98.61,5.81,-0.0204,-0.8373,-3.1,-125.6,67.8
88,100.60,8.19,0.6199,-0.5310,93.0,-79.7,67.8
89,100.60,8.19,0.5697,-0.6007,85.5,-90.1,67.8
90,99.13,8.59,-0.6663,-1.1132,-99.9,-150.0,67.8
91,97.40,8.41,0.0555,0.8384,8.3,125.8,67.8
92,94.87,8.15,0.4041,-0.0254,60.6,-3.8,67.8
93,91.11,6.70,-0.4285,-0.8093,-64.3,-121.4,67.8
94,91.11,6.70,0.2224,0.0539,33.4,8.1,67.8
95,89.02,7.03,0.9353,0.7344,140.3,110.2,67.8
96,86.74,6.80,0.2326,0.7684,34.9,115.3,67.8
97,86.74,6.80,0.6868,-1.0891,103.0,-150.0,67.8
98,85.26,6.66,0.4741,-0.1728,71.1,-25.9,67.8
99,82.37,6.39,0.5103,0.2149,76.6,32.2,67.8
100,82.37,6.39,-0.1710,-0.6873,-25.6,-103.1,67.8
101,80.76,5.73,0.7486,-0.5923,112.3,-88.8,67.8
102,79.86,5.15,0.0609,1.0749,9.1,150.0,67.9
103,78.79,4.06,0.8442,-0.7518,126.6,-112.8,69.0
104,79.47,4.12,0.2566,0.7857,38.5,117.8,68.3
105,79.47,4.12,0.6219,0.2670,93.3,40.0,68.3
106,79.28,3.61,0.7817,0.7437,117.2,111.6,68.5
107,80.64,3.72,0.6353,-0.9424,95.3,-141.4,67.8
108,81.33,3.78,-0.2175,0.9446,-32.6,141.7,67.8
109,82.94,4.41,0.9330,-0.9727,140.0,-145.9,67.8
110,82.94,4.41,0.6974,1.0405,104.6,150.0,67.8
111,84.59,5.06,0.5268,-0.9043,79.0,-135.6,67.8
112,85.10,4.60,0.2652,0.9702,39.8,145.5,67.8
113,85.10,4.60,-0.0131,-0.1034,-2.0,-15.5,67.8
114,86.58,4.73,0.2469,0.8381,37.0,125.7,67.8
115,87.86,4.32,0.4765,-0.6467,71.5,-97.0,67.8
116,86.89,3.73,0.3798,1.0271,57.0,150.0,67.8
117,86.89,3.73,0.6422,-0.9156,96.3,-137.3,67.8
118,89.38,4.45,-0.6228,-0.2868,-93.4,-43.0,67.8
119,90.15,4.52,-0.9026,-0.6427,-135.4,-96.4,67.8
120,90.94,4.59,-1.0881,-0.4454,-150.0,-66.8,67.8
121,90.94,4.59,-1.1461,-0.2096,-150.0,-31.4,67.8
122,91.96,5.20,-0.7455,0.6187,-111.8,92.8,67.8
123,90.71,4.05,-0.9605,0.9959,-144.1,149.4,67.8
124,94.72,4.39,-0.9644,-0.8038,-144.7,-120.6,67.8
125,94.72,4.39,-0.9425,-0.2634,-141.4,-39.5,67.8
126,95.55,4.46,-0.9532,-0.6978,-143.0,-104.7,67.8
