step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,133.00,-73.97,-0.8740,-0.9238,-131.1,-138.6,259.7
1,133.00,-73.06,-0.8551,-0.9487,-128.3,-142.3,259.7
2,133.00,-73.06,0.4789,-0.9328,71.8,-139.9,259.7
3,133.00,-72.16,-0.9304,-0.7235,-139.6,-108.5,259.7
4,143.26,-73.32,0.9429,-0.1260,141.4,-18.9,4.2
5,143.26,-73.32,0.0725,0.7376,10.9,110.6,4.2
6,143.26,-73.32,-0.5575,0.9170,-83.6,137.5,4.2
7,143.26,-73.32,0.2468,1.0122,37.0,150.0,4.2
8,143.26,-73.32,-1.0910,-0.1176,-150.0,-17.6,4.2
9,143.26,-73.32,0.8140,-0.9945,122.1,-149.2,4.2
10,143.26,-73.32,0.8592,0.2171,128.9,32.6,4.2
11,143.26,-73.32,-0.6926,-0.9657,-103.9,-144.8,4.2
12,143.26,-73.32,0.2034,-1.0619,30.5,-150.0,4.2
13,143.26,-73.32,0.3602,-0.9874,54.0,-148.1,4.2
14,143.26,-73.32,0.2980,-0.9928,44.7,-148.9,4.2
15,143.26,-73.32,0.2261,-0.9877,33.9,-148.2,4.2
16,143.26,-73.32,0.0311,-1.0084,4.7,-150.0,4.2
17,152.44,-77.25,-0.5638,-0.9733,-84.6,-146.0,0.6
18,149.69,-72.63,-0.0402,-0.3340,-6.0,-50.1,5.1
19,142.41,-64.27,-1.0291,-1.2775,-150.0,-150.0,13.2
20,144.55,-68.38,0.9682,-0.9904,145.2,-148.6,9.2
21,144.55,-68.38,0.9755,-1.0709,146.3,-150.0,9.2
22,141.71,-65.56,0.8271,-0.9787,124.1,-146.8,11.9
23,141.30,-64.75,-0.2088,0.5020,-31.3,75.3,12.7
24,135.53,-58.01,-1.1063,-0.5560,-150.0,-83.4,19.2
25,135.53,-58.01,0.9435,-1.0667,141.5,-150.0,19.2
26,135.53,-58.01,-0.0300,0.7277,-4.5,109.2,19.2
27,135.53,-58.01,0.3727,-1.6799,55.9,-150.0,19.2
28,135.53,-58.01,-0.4350,-0.2681,-65.3,-40.2,19.2
29,135.53,-58.01,-1.0295,0.5885,-150.0,88.3,19.2
30,135.53,-58.01,1.2091,-0.1124,150.0,-16.9,19.2
31,135.53,-58.01,0.1091,0.8875,16.4,133.1,19.2
32,135.53,-58.01,0.8893,-1.2610,133.4,-150.0,19.2
33,135.53,-58.01,-0.3594,-2.5330,-53.9,-150.0,19.2
34,135.72,-55.38,-0.9740,1.1547,-146.1,150.0,21.8
35,135.16,-53.96,1.0764,-0.0599,150.0,-9.0,23.2
36,127.96,-48.29,-1.2413,-0.8510,-150.0,-127.7,259.7
