step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,144.99,-38.63,-0.9327,-0.7332,-139.9,-110.0,0.0
1,144.99,-38.63,-0.9761,-1.0694,-146.4,-150.0,0.0
2,144.99,-38.63,-0.8096,-1.1772,-121.4,-150.0,0.0
3,144.99,-38.63,-1.0962,-0.6620,-150.0,-99.3,0.0
4,144.99,-38.63,-0.9030,0.1498,-135.5,22.5,0.0
5,143.54,-38.47,-0.8085,-0.0680,-121.3,-10.2,0.0
6,144.88,-38.00,0.7737,0.5748,116.1,86.2,0.0
7,144.88,-38.00,0.1525,0.3431,22.9,51.5,0.0
8,144.88,-38.00,-0.5105,-0.5073,-76.6,-76.1,0.0
9,147.97,-38.95,0.6990,-0.4100,104.9,-61.5,0.0
10,149.49,-39.11,-0.6392,-1.0240,-95.9,-150.0,0.0
11,157.02,-37.34,-0.9519,-1.2482,-142.8,-150.0,0.0
12,156.93,-36.68,-0.8353,-1.0213,-125.3,-150.0,0.0
13,156.93,-36.68,-0.6218,-1.0860,-93.3,-150.0,0.0
14,156.93,-36.68,0.4146,-0.9658,62.2,-144.9,0.0
15,156.93,-36.68,0.8374,-0.8572,125.6,-128.6,0.0
16,156.93,-36.68,0.3393,-1.0199,50.9,-150.0,0.0
17,156.93,-36.68,0.7910,-0.9025,118.6,-135.4,0.0
18,156.93,-36.68,0.9232,-0.9424,138.5,-141.4,0.0
19,156.93,-36.68,0.9129,-1.2048,136.9,-150.0,0.0
20,156.93,-36.68,0.7692,-1.0510,115.4,-150.0,0.0
21,156.93,-36.68,0.7484,-0.9746,112.3,-146.2,0.0
22,142.70,-27.54,-0.0655,-1.0804,-9.8,-150.0,7.7
23,142.70,-27.54,0.4077,-0.7700,61.2,-115.5,7.7
24,134.87,-22.47,1.2138,-0.8581,150.0,-128.7,14.8
25,133.00,-23.05,-0.6056,-0.9121,-90.8,-136.8,181.0
26,133.00,-21.77,-0.2054,-0.1610,-30.8,-24.1,181.0
27,133.00,-20.50,0.3024,-0.1779,45.4,-26.7,181.0
28,133.00,-19.22,0.5613,0.0997,84.2,15.0,181.0
29,133.00,-17.95,-0.1376,0.1277,-20.6,19.2,181.0
30,133.00,-16.67,-0.2499,-0.1083,-37.5,-16.3,181.0
31,132.29,-14.12,0.1936,0.8408,29.0,126.1,181.0
32,131.52,-12.84,0.4572,-0.9730,68.6,-145.9,181.0
33,130.75,-11.57,0.4945,-0.8875,74.2,-133.1,181.0
34,129.98,-10.29,-1.0170,-1.0654,-150.0,-150.0,181.0
35,129.22,-9.02,-0.8323,-0.1476,-124.9,-22.1,181.0
36,128.45,-7.74,-0.0792,-0.6588,-11.9,-98.8,181.0
37,127.68,-6.47,-0.7347,-0.8518,-110.2,-127.8,181.0
38,126.92,-5.19,-0.6135,-0.8901,-92.0,-133.5,181.0
39,126.92,-5.19,-0.5872,-0.8219,-88.1,-123.3,181.0
40,126.15,-3.92,-1.0001,-0.9072,-150.0,-136.1,181.0
41,80.89,19.48,-0.3367,-0.5950,-50.5,-89.2,83.3
42,81.19,20.12,-0.7429,0.4533,-111.4,68.0,83.3
43,81.91,20.23,-0.3438,0.7428,-51.6,111.4,82.7
44,82.64,20.34,-0.7134,0.4991,-107.0,74.9,82.1
45,86.56,24.05,0.3221,0.0149,48.3,2.2,80.3
46,95.10,30.24,-0.3538,0.6785,-53.1,101.8,76.1
47,104.14,37.22,-0.0653,-0.0282,-9.8,-4.2,72.7
48,137.49,60.97,0.4922,-0.9022,73.8,-135.3,63.1
