step,x_mm,y_mm,action_norm1,action_norm2,current1,current2,progress
0,147.65,-37.05,-1.0663,-0.9564,-150.0,-143.5,0.0
1,147.75,-37.68,-0.8794,-1.2372,-131.9,-150.0,0.0
2,147.75,-37.68,-0.7289,-0.9393,-109.3,-140.9,0.0
3,147.65,-37.05,-0.2322,-0.8587,-34.8,-128.8,0.0
4,147.75,-37.68,-0.2705,-1.1181,-40.6,-150.0,0.0
5,147.75,-37.68,-0.5654,-1.0338,-84.8,-150.0,0.0
6,147.75,-37.68,1.1682,-1.0658,150.0,-150.0,0.0
7,147.75,-37.68,-2.2132,-0.9814,-150.0,-147.2,0.0
8,147.75,-37.68,-0.0872,-1.0256,-13.1,-150.0,0.0
9,147.75,-37.68,-1.7012,-0.8907,-150.0,-133.6,0.0
10,147.75,-37.68,-0.6655,-1.1029,-99.8,-150.0,0.0
11,147.75,-37.68,-0.7888,-1.0055,-118.3,-150.0,0.0
12,147.75,-37.68,0.3263,-1.0015,48.9,-150.0,0.0
13,147.75,-37.68,0.7167,-1.1345,107.5,-150.0,0.0
14,147.75,-37.68,-1.6434,-0.9295,-150.0,-139.4,0.0
15,147.65,-37.05,0.5022,-0.9576,75.3,-143.6,0.0
16,150.81,-37.99,-0.7079,-0.9868,-106.2,-148.0,0.0
17,158.36,-34.88,-0.9917,-0.9701,-148.8,-145.5,0.0
18,154.91,-32.68,0.0272,-1.0630,4.1,-150.0,0.0
19,138.88,-22.62,0.8574,-0.8818,128.6,-132.3,13.1
20,130.62,-17.23,-0.7160,0.0688,-107.4,10.3,21.1
21,133.00,-18.05,0.6932,-0.9768,104.0,-146.5,181.0
22,132.00,-16.50,-1.0816,-0.4394,-150.0,-65.9,181.0
23,132.00,-16.50,-0.1127,-1.0265,-16.9,-150.0,181.0
24,130.66,-14.95,-0.2166,-0.8222,-32.5,-123.3,181.0
25,129.31,-13.40,0.7407,-0.6254,111.1,-93.8,181.0
26,127.96,-11.85,0.7051,-0.6221,105.8,-93.3,181.0
27,126.62,-10.29,-0.4335,0.7027,-65.0,105.4,181.0
28,123.92,-7.19,-0.8123,0.8990,-121.8,134.8,181.0
